0,1,0
1,8,1,2,4,8,16,32,64,128
2,12,3,5,10,12,17,34,48,68,80,136,160,192
3,12,6,9,18,20,33,40,65,72,96,130,132,144
4,4,24,36,66,129
5,24,7,11,13,14,19,21,35,42,49,50,69,76,81,84,112,138,140,162,168,176,196,200,208,224
6,24,25,26,28,37,38,44,52,56,67,70,74,82,88,98,100,131,133,137,145,152,161,164,193,194
7,8,22,41,73,97,104,134,146,148
8,6,15,51,85,170,204,240
9,8,23,43,77,113,142,178,212,232
10,24,27,29,39,46,53,58,71,78,83,92,114,116,139,141,163,172,177,184,197,202,209,216,226,228
11,24,30,45,54,57,75,86,89,99,101,106,108,120,135,147,149,154,156,166,169,180,198,201,210,225
12,6,60,90,102,153,165,195
13,2,105,150
14,8,107,109,121,151,158,182,214,233
15,24,61,62,91,94,103,110,118,122,124,155,157,167,173,181,185,188,199,203,211,217,218,227,229,230
16,24,31,47,55,59,79,87,93,115,117,143,171,174,179,186,205,206,213,220,234,236,241,242,244,248
17,4,126,189,219,231
18,12,111,123,125,159,183,190,215,222,235,237,246,249
19,12,63,95,119,175,187,207,221,238,243,245,250,252
20,8,127,191,223,239,247,251,253,254
21,1,255